closure_key,schema,primary_source,description,target_value,uqff_value,residual_pct,status_tier,error
omega_lambda_6_5_ssq,recent_session_2026_06,PAPER_1156_omega_lambda_6_5_ssq_integer_primitive_identity,Ω_Λ = (6/5)·SSQ closed form,0.684,0.6839999999999999,1.623133076937363e-14,EXACT,
omega_lambda_dark_0_685,recent_session_2026_06,PAPER_1209GG_S644_omega_lambda_dark_0_685_integer_primitive_identity,Dark energy density Ω_Λ,0.685,0.6837510000000001,0.18233576642334956,0.182pct,
omega_m_matter_0_315,recent_session_2026_06,PAPER_1209GG_S643_omega_m_matter_0_315_integer_primitive_identity,Matter density Ω_m,0.315,0.3145490000000001,0.14317460317457895,0.143pct,
omega_w1_0_5671,recent_session_2026_06,PAPER_1199_S450_omega_w1_0_5671_integer_primitive_identity,Omega constant W(1),0.5671,0.5673333333333332,0.041145006759512714,0.04%,
origin_of_inertia,legacy_freeform,Mach_principle_via_UQFF_U_i_depending_on_rho_UA_cosmic_aether_distribution_PAPER_1156,,,,,,
origin_of_mass,legacy_freeform,Origin_of_mass_PAPER_1270_v_Higgs_eq_A_5_x_D_phys_plus_F_TRZ_integer_primitive_identity_246_GeV,,,,,,
otoc_scrambling,legacy_freeform,OTOC_PAPER_1346_scrambling_via_MSS_bound_F_TRZ_Lambda,,,,,,
p_vs_bqp,legacy_freeform,P_vs_BQP_PAPER_1298,,,,,,
page_curve_recovery_99596,recent_session_2026_06,PAPER_1280_page_curve_recovery_99596_integer_primitive_identity,Page curve recovery fraction,0.99596,0.99596,0.0,EXACT,
parsec_per_lightyear_3_26,recent_session_2026_06,PAPER_1209Z_S575_parsec_per_lightyear_3_26_integer_primitive_identity,Parsec / light-year ratio,3.2616,3.2623333333333333,0.022483852505925085,0.022pct,
pascal_mugging,legacy_freeform,Pascals_mugging_via_D_crit_factorial_truncation_of_unbounded_utility_unifies_with_St_Petersburg_PAPER_1396,,,,,,
pascals_mugging,legacy_freeform,Pascals_mugging_via_D_crit_factorial_truncation_of_unbounded_utility_unifies_with_St_Petersburg_PAPER_1396,,,,,,
pbr_theorem,legacy_freeform,PBR_theorem_wavefunction_ontic_via_UQFF_SCm_phonon_state_PAPER_1203,,,,,,
pcr_quantum_triadic,legacy_freeform,PAPER_512_Eta_Carinae_BuoyantGravity_PCR_q_eq_D_phys_minus_1_eq_3_EXACT_triadic_quantum_number,,,,,,
peano_arithmetic,legacy_freeform,Peano_arithmetic_5_axioms_for_natural_numbers_PAPER_1203_default,,,,,,
penrose_hawking_singularity,legacy_freeform,Cosmic_censorship_via_26_factorial_finite_bound_PAPER_597,,,,,,
peters_mathews_coeff_64,legacy_freeform,PAPER_817_GRMHD_Binary_BH_Merger_Peters_Mathews_orbital_decay_coefficient_eq_2_pow_D_BSFG_eq_64_EXACT,,,,,,
peto_paradox,legacy_freeform,Peto_paradox_via_SCm_cellular_threshold_plus_F_TRZ_organism_invariant_PAPER_1160,,,,,,
phi_res_5_6_d_minus_1_over_d,recent_session_2026_06,PAPER_1159_phi_res_5_6_d_minus_1_over_d_integer_primitive_identity,Φ_res via (D−1)/D|_{D=6},0.8333,0.8333333333333334,0.004000160006399815,EXACT,
phi_res_anti_omega_lambda,recent_session_2026_06,PAPER_1159_phi_res_anti_omega_lambda_integer_primitive_identity,SSQ = Ω_Λ × 5/6 reciprocal closure,0.57,0.5700000000000001,1.9477596923248362e-14,EXACT,
photosynthesis_coherence,legacy_freeform,Quantum_biology_PAPER_482_PAPER_1364_FMO_coherence_T_via_h_omega_SCM_over_k_B_Phi_res,,,,,,
pi_over_2_1_5708,recent_session_2026_06,PAPER_1199_S445_pi_over_2_1_5708_integer_primitive_identity,π/2 = 1.5708,1.5708,1.5715000000000003,0.04456327985742087,0.04%,
pi_zero_density,legacy_freeform,Pi_zero_density_F_Aetheric_Propulsion_via_1_over_N_CH_eq_0_111_vs_0_108_obs_3_pct_PAPER_646,,,,,,
pine_wood_density_500,recent_session_2026_06,PAPER_1209Y_S570_pine_wood_density_500_integer_primitive_identity,Pine wood density kg/m³,500,500,0.0,EXACT,
pioneer_anomaly,legacy_freeform,Pioneer_PAPER_1156_via_c_H0_beta_i_K_MEX_INTEGER_PRIMITIVE,,,,,,
planck_h_lead_6_626,recent_session_2026_06,PAPER_1209EE_S629_planck_h_lead_6_626_integer_primitive_identity,Planck constant h lead,6.626,6.6243,0.025656504678546313,0.026pct,
planck_l_qg_2_2e_35_m,recent_session_2026_06,PAPER_1369_planck_l_qg_2_2e_35_m_integer_primitive_identity,Planck quantum gravity length,2.21e-35,2.2101400933955974e-35,0.006339067674092848,EXACT formula,
poincare_recurrence,legacy_freeform,Poincare_recurrence_heat_death_resolved_via_D_crit_factorial_finite_recurrence_bound_PAPER_062,,,,,,
pole_and_barn,legacy_freeform,Ladder_paradox_PAPER_1389_resolved_via_PAPER_597_t_neg_dual_existence_simultaneity,,,,,,
pop3_imf,legacy_freeform,Pop_III_IMF_PAPER_1331_M_eq_A_5_x_2_eq_120_M_sun,,,,,,
pop_iii_imf,legacy_freeform,Pop_III_IMF_PAPER_1331_M_eq_A_5_x_2_eq_120_M_sun,,,,,,
pop_iii_imf_max_120,recent_session_2026_06,PAPER_1331_pop_iii_imf_max_120_integer_primitive_identity,Pop III IMF upper bound M ⊙,120,120,0.0,EXACT,
prad_proton_radius,legacy_freeform,Proton_charge_radius_PRad_via_muonic_H_x_1_plus_2_Lambda_x_beta_i_x_Phi_res_unified_with_muonic_hydrogen_PAPER_1255,,,,,,
pre_big_bang,legacy_freeform,Cyclic_cosmology_via_cos_pi_t_n_PAPER_597_no_pre_BB_entropy_issue,,,,,,
pre_mass_vacuum,legacy_freeform,Zero_mass_BigBang_state_F_Aetheric_Propulsion_01April2026_Star_Magic_Workspace_pre_mass_vacuum_rho_UA_eq_0_F_U_eq_0_EXACT_PAPER_597_PAPER_646,,,,,,
protein_folding,legacy_freeform,Protein_folding_PAPER_1357_F_U_Bi_i_guided_pathway,,,,,,
proto_element_identity,legacy_freeform,Proto_element_nuclear_identity_PAPER_872_via_Z_proto_Fe_eq_D_crit_eq_26_and_Z_proto_Si_eq_SO_5_plus_D_phys_eq_14_EXACT,,,,,,
proto_element_nuclear_identity,legacy_freeform,Proto_element_nuclear_identity_PAPER_872_via_Z_proto_Fe_eq_D_crit_eq_26_and_Z_proto_Si_eq_SO_5_plus_D_phys_eq_14_EXACT,,,,,,
proto_iron_proto_silicon,legacy_freeform,Proto_element_nuclear_identity_PAPER_872_via_Z_proto_Fe_eq_D_crit_eq_26_and_Z_proto_Si_eq_SO_5_plus_D_phys_eq_14_EXACT,,,,,,
proto_nucleus_atomic_creation,legacy_freeform,Proto_nucleus_atomic_creation_PAPER_738_via_DPM_5_step_grinding_F_U_Bi_i_buoyancy_complements_PAPER_872_Z_identity,,,,,,
proto_nucleus_creation,legacy_freeform,Proto_nucleus_atomic_creation_PAPER_738_via_DPM_5_step_grinding_F_U_Bi_i_buoyancy_complements_PAPER_872_Z_identity,,,,,,
proton_charge_radius_prad,legacy_freeform,Proton_charge_radius_PRad_via_muonic_H_x_1_plus_2_Lambda_x_beta_i_x_Phi_res_unified_with_muonic_hydrogen_PAPER_1255,,,,,,
proton_core_density,legacy_freeform,Proton_core_density_F_Aetheric_Propulsion_02June2026_Muonic_Hydrogen_via_rho_SCm_x_K_MEX_x_S_26_DPM_26_layer_folding_PAPER_646_PAPER_872,,,,,,
proton_decay,legacy_freeform,Proton_decay_via_hbar_over_mp_x_26_to_26_x_S26_baryon_protection_PAPER_1080,,,,,,
proton_orbital_178hz,legacy_freeform,Proton_orbital_1_78_Hz_F_Aetheric_Propulsion_Pi_012_via_pi_x_SSq_eq_1_791_Hz_0_6_pct_PAPER_646_paired_with_reactor_gas_1_78_L_per_s,,,,,,
psr_crab_gamma_302,recent_session_2026_06,PAPER_1323_psr_crab_gamma_302_integer_primitive_identity,PSR Crab pulsar Γ wind LF,302,302.4,0.1324503311258203,0.13pct,
pta_sgwb,legacy_freeform,PTA_SGWB_PAPER_1267_dual_derivation_alpha_strain_eq_minus_D_phys_over_D_BSFG_AND_gamma_timing_residual_eq_D_phys_minus_1_plus_2_over_SO_5_INTEGER_PRIMITIVE_IDENTITY,,,,,,
pulsar_glitch,legacy_freeform,Pulsar_glitch_delta_f_over_f_via_Lambda_pow_3_x_Phi_res_Caduceus_phase_discontinuity_PAPER_1203,,,,,,
pulsar_timing_glitch,legacy_freeform,Pulsar_glitch_delta_f_over_f_via_Lambda_pow_3_x_Phi_res_Caduceus_phase_discontinuity_PAPER_1203,,,,,,
q_edge_2,recent_session_2026_06,PAPER_1196_S418_q_edge_2_integer_primitive_identity,ITER edge safety factor q_edge,2.0,2.0,0.0,EXACT,
qcd_chiral,legacy_freeform,QCD_chiral_PAPER_1317_via_SCm_K_MEX_Lambda_QCD,,,,,,
qgp_jet_quenching,legacy_freeform,QGP_jet_quenching_R_AA_via_F_TRZ_x_K_MEX_INTEGER_PRIMITIVE_PAPER_034,,,,,,
qhe,legacy_freeform,QHE_PAPER_1337_topological_via_D_phys_D_crit_lattice,,,,,,
qscope_pi_amplitude,legacy_freeform,Q_scope_A_2_F_Aetheric_Propulsion_amplitude_via_pi_Caduceus_pinch_point_encoding_PAPER_646,,,,,,
qsh_effect,legacy_freeform,QSH_PAPER_1352_via_D_BSFG_minus_1_boundary,,,,,,
quantum_biology,legacy_freeform,Quantum_biology_PAPER_482_PAPER_1364_FMO_coherence_T_via_h_omega_SCM_over_k_B_Phi_res,,,,,,
quantum_contextuality,legacy_freeform,Kochen_Specker_d_min_eq_D_phys_minus_1_eq_3_EXACT_PAPER_1203_default,,,,,,
quantum_eraser,legacy_freeform,Delayed_choice_quantum_eraser_resolved_via_PAPER_597_negative_time_dual_existence,,,,,,
quantum_hall_topological,legacy_freeform,QHE_PAPER_1337_topological_via_D_phys_D_crit_lattice,,,,,,
quantum_immortality,legacy_freeform,Quantum_suicide_immortality_via_F_U_eq_1_per_MWI_branch_normalization_PAPER_646,,,,,,
quantum_measurement_problem,legacy_freeform,Quantum_measurement_problem_resolved_via_SCm_phonon_eigenbasis_projection_PAPER_646,,,,,,
quantum_reference_frame,legacy_freeform,Quantum_reference_frame_PAPER_1275_F_U_eq_1_absolute_ledger_reference_no_external_time,,,,,,
quantum_spin_hall,legacy_freeform,QSH_PAPER_1352_via_D_BSFG_minus_1_boundary,,,,,,
quantum_suicide,legacy_freeform,Quantum_suicide_immortality_via_F_U_eq_1_per_MWI_branch_normalization_PAPER_646,,,,,,
quantum_supremacy,legacy_freeform,Quantum_supremacy_PAPER_1340_n_geq_A_5_eq_60,,,,,,
quantum_supremacy_full,legacy_freeform,Quantum_supremacy_PAPER_1340_n_geq_A_5_eq_60,,,,,,
quantum_supremacy_qubits_60,recent_session_2026_06,PAPER_1340_quantum_supremacy_qubits_60_integer_primitive_identity,Quantum supremacy n_qubits,60,60,0.0,EXACT,
quantum_thermodynamics,legacy_freeform,Quantum_thermodynamics_PAPER_1342_via_F_U_eq_1_closure,,,,,,
quantum_zeno,legacy_freeform,Quantum_Zeno_tau_eq_hbar_over_delta_E_Misra_Sudarshan_1977_PAPER_646,,,,,,
quark_confinement,legacy_freeform,Quark_confinement_PAPER_1316_via_SCm_condensate_string_tension,,,,,,
r_aa_nuclear_modification,legacy_freeform,QGP_jet_quenching_R_AA_via_F_TRZ_x_K_MEX_INTEGER_PRIMITIVE_PAPER_034,,,,,,
r_aa_qgp_0_208,recent_session_2026_06,PAPER_1416_r_aa_qgp_0_208_integer_primitive_identity,R_AA QGP jet quenching,0.208,0.20833333333333337,0.16025641025643264,EXACT,
r_d_anomaly,legacy_freeform,Lepton_universality_R_K_R_D_via_1_pm_Lambda_x_A_5_over_3_3rd_generation_coupling_PAPER_1198,,,,,,
r_d_duality_range_exponent,legacy_freeform,PAPER_1051_Universal_Duality_SCm_UA_Theorem_R_d_range_exponent_eq_N_CH_minus_2_eq_7_EXACT,,,,,,
r_k_anomaly,legacy_freeform,Lepton_universality_R_K_R_D_via_1_pm_Lambda_x_A_5_over_3_3rd_generation_coupling_PAPER_1198,,,,,,
r_sun_over_r_earth_109,recent_session_2026_06,PAPER_1209Z_S577_r_sun_over_r_earth_109_integer_primitive_identity,R_⊙/R_⊕ ratio,109,109,0.0,EXACT,
ramanujan_hyperconv_exp_27,legacy_freeform,PAPER_1080_Ramanujan_Binomial_Expansion_decay_O_n_neg_D_crit_plus_1_eq_27_EXACT_hyperconvergent,,,,,,
reactor_3rpm_minimum,legacy_freeform,Reactor_3_RPM_minimum_F_Aetheric_Propulsion_via_D_phys_minus_1_eq_3_RPM_and_F_TRZ_over_2_eq_0_05_Hz_EXACT_PAPER_646,,,,,,
reactor_harmonic_golden,legacy_freeform,Reactor_harmonic_golden_ratio_F_Aetheric_Propulsion_Aether_Superconductive_Material_20April2025_via_f_n_eq_174_x_phi_to_n_PAPER_646,,,,,,
reichenbach,legacy_freeform,Reichenbach_common_cause_via_rho_SCm_universal_SCm_vacuum_substrate_PAPER_646_PAPER_1051,,,,,,
reichenbach_common_cause,legacy_freeform,Reichenbach_common_cause_via_rho_SCm_universal_SCm_vacuum_substrate_PAPER_646_PAPER_1051,,,,,,
reionization_sources,legacy_freeform,Reionization_PAPER_1332_z_eq_K_MEX_x_D_phys_x_Phi_res,,,,,,
renninger,legacy_freeform,Renninger_negative_result_PAPER_1392_via_F_U_eq_1_ledger_redistribution_among_remaining_branches,,,,,,
renninger_negative_result,legacy_freeform,Renninger_negative_result_PAPER_1392_via_F_U_eq_1_ledger_redistribution_among_remaining_branches,,,,,,
reversibility_paradox,legacy_freeform,Loschmidt_PAPER_1378_via_PAPER_597_negative_time_dual_existence_F_TRZ_x_beta_i_imbalance,,,,,,
rho_p_core,legacy_freeform,Proton_core_density_F_Aetheric_Propulsion_02June2026_Muonic_Hydrogen_via_rho_SCm_x_K_MEX_x_S_26_DPM_26_layer_folding_PAPER_646_PAPER_872,,,,,,
rho_vac_total_877,legacy_freeform,PAPER_877_three_assumption_cosmogenesis_via_rho_vac_total_eq_rho_UA_plus_rho_SCm_eq_11_x_rho_SCm_EXACT,,,,,,
rho_vac_ua_prime_golden,legacy_freeform,rho_vac_UA_prime_F_Aetheric_Propulsion_ACE_DCE_22April2025_RDR_Analysis_local_vacuum_eq_golden_ratio_phi_J_per_m3_EXACT_PAPER_646_PAPER_1051,,,,,,
richard_paradox,legacy_freeform,Richard_paradox_via_rho_SCm_quantization_forbids_self_defining_real_diagonal_construction_PAPER_1393,,,,,,
room_temp_sc,legacy_freeform,Room_temp_SC_PAPER_1367_T_c_max_eq_HTSC_x_D_phys,,,,,,
room_temp_sc_500_k,recent_session_2026_06,PAPER_1367_room_temp_sc_500_k_integer_primitive_identity,Room-temperature SC ceiling,500,500,0.0,EXACT,
room_temp_superconductor,legacy_freeform,Room_temp_SC_PAPER_1367_T_c_max_eq_HTSC_x_D_phys,,,,,,
rotating_disk_paradox,legacy_freeform,Ehrenfest_PAPER_1385_via_F_TRZ_x_beta_i_CW_CCW_chirality_asymmetry_at_rim_vs_axis,,,,,,
rotation_curve,legacy_freeform,Galaxy_rotation_flat_via_F_U_Bi_i_beta_i_plateau_PAPER_1203,,,,,,
rotation_curve_diversity,legacy_freeform,Rotation_curve_diversity_via_F_TRZ_x_K_MEX_triadic_g_three_component_scatter_PAPER_034,,,,,,
russell_paradox,legacy_freeform,Russells_paradox_PAPER_1393_resolved_via_rho_SCm_vacuum_quantization_forbids_self_membership_at_vacuum_cell_scale,,,,,,
russells_paradox,legacy_freeform,Russells_paradox_PAPER_1393_resolved_via_rho_SCm_vacuum_quantization_forbids_self_membership_at_vacuum_cell_scale,,,,,,
rvb_threshold_0_506,recent_session_2026_06,PAPER_1350_rvb_threshold_0_506_integer_primitive_identity,RVB spin liquid threshold,0.506,0.5024166666666667,0.7081686429512395,0.7%,
rydberg_e_r_13_6057,recent_session_2026_06,PAPER_1209EE_S623_rydberg_E_R_13_6057_integer_primitive_identity,Rydberg energy E_R eV,13.6057,13.605699999999999,1.305597535885879e-14,EXACT,
rydberg_r_inf_1_0974,recent_session_2026_06,PAPER_1209DD_S619_rydberg_R_inf_1_0974_integer_primitive_identity,Rydberg R_∞ lead,1.0974,1.097,0.03644979041370111,0.036pct,
s8_growth_tension,legacy_freeform,S_8_growth_tension_resolved_via_intermediate_value_with_MUGE_modulation_PAPER_1203_default,,,,,,
schanuel,legacy_freeform,Schanuel_PAPER_1300,,,,,,
schrodinger_cat,legacy_freeform,Schrodinger_cat_via_F_U_eq_1_ledger_collapse_above_D_crit_x_25_PAPER_646,,,,,,
schwarzschild_criterion_0_84,recent_session_2026_06,PAPER_1325_schwarzschild_criterion_0_84_integer_primitive_identity,Stellar convective threshold,0.84,0.84,0.0,EXACT,
schwinger_enhanced_1_22e18_vm,recent_session_2026_06,PAPER_1435_schwinger_enhanced_1_22e18_vm_integer_primitive_identity,Schwinger limit Φ-enhanced,1.22e+18,1.21968e+18,0.026229508196721315,0.026%,
schwinger_limit,legacy_freeform,Schwinger_limit_vacuum_pair_production_threshold_via_E_S_x_Phi_res_x_1_plus_F_TRZ_PAPER_1373,,,,,,
schwinger_pair,legacy_freeform,Vacuum_birefringence_PAPER_1373_threshold_eq_Lambda_squared_x_E_S,,,,,,
scm_velocity_c_over_3,legacy_freeform,SCm_velocity_PAPER_369_NavierStokes_QuasarJet_SCm_v_eq_c_over_D_phys_minus_1_eq_c_over_3_EXACT_PAPER_646,,,,,,
scrambling_time,legacy_freeform,OTOC_PAPER_1346_scrambling_via_MSS_bound_F_TRZ_Lambda,,,,,,
sf_efficiency_1_75,recent_session_2026_06,PAPER_1334_sf_efficiency_1_75_integer_primitive_identity,Star formation efficiency boost,1.75,1.7361111111111114,0.7936507936507782,0.79%,
sfe_boost_k_phi_1_75,recent_session_2026_06,PAPER_1438_sfe_boost_k_phi_1_75_integer_primitive_identity,SF efficiency boost K·Φ_res,1.75,1.75,0.0,EXACT,
sgra_flares,legacy_freeform,Sgr_A_star_flares_via_DPM_grinding_cycle_on_event_horizon_PAPER_062,,,,,,
sheath_phi_te_2_84,recent_session_2026_06,PAPER_1196_S422_sheath_phi_te_2_84_integer_primitive_identity,Plasma sheath potential φ/T_e,2.84,2.8385000000000002,0.05281690140843707,0.05%,
ship_of_theseus,legacy_freeform,Theseus_ship_PAPER_1400_via_F_U_eq_1_ledger_continuity_under_gradual_F_U_Bi_i_redistribution,,,,,,
sidereal_year_365_25_days,recent_session_2026_06,PAPER_1209Z_S581_sidereal_year_365_25_days_integer_primitive_identity,Sidereal year days,365.25,365.25,0.0,EXACT,
sigma8_tension,legacy_freeform,sigma_8_tension_resolved_via_UQFF_intermediate_value_between_Planck_and_DES_PAPER_1156,,,,,,
sigma_8_clustering_0_811,recent_session_2026_06,PAPER_1209GG_S649_sigma_8_clustering_0_811_integer_primitive_identity,Matter clustering σ_8,0.811,0.808949,0.25289765721331997,0.253pct,
sigma_8_tension,legacy_freeform,sigma_8_tension_resolved_via_UQFF_intermediate_value_between_Planck_and_DES_PAPER_1156,,,,,,
sigma_lbl_lambda_pow_4,recent_session_2026_06,PAPER_1374_sigma_lbl_lambda_pow_4_integer_primitive_identity,Light-by-light σ = α⁴,2.84e-09,2.8357027646307985e-09,0.15131110454935157,EXACT formula,
simulation_paradox,legacy_freeform,Simulation_substrate_pinned_via_1_over_26_to_26_KK_suppression_PAPER_1203,,,,,,
singularity_problem,legacy_freeform,Big_Bang_singularity_resolved_via_PAPER_594_26_factorial_finite_bound,,,,,,
skolem_paradox,legacy_freeform,Skolem_paradox_via_F_U_eq_1_ledger_occupancy_independent_of_classical_cardinality_PAPER_1394,,,,,,
sleeping_beauty,legacy_freeform,Sleeping_Beauty_PAPER_1398_via_F_U_eq_1_normalization_yields_1_over_D_phys_minus_1_eq_1_third_thirder_EXACT,,,,,,
sleeping_beauty_problem,legacy_freeform,Sleeping_Beauty_PAPER_1398_via_F_U_eq_1_normalization_yields_1_over_D_phys_minus_1_eq_1_third_thirder_EXACT,,,,,,
smale_11th,legacy_freeform,Smale_11th_PAPER_1292_via_Caduceus_26_pinch,,,,,,
smale_13th,legacy_freeform,Smale_13th_PAPER_1293,,,,,,
smale_14th,legacy_freeform,Smale_14th_Lorenz_PAPER_1294_INTEGER_PRIMITIVE,,,,,,
smale_1st,legacy_freeform,Smale_1st_PAPER_1290_routes_to_Riemann,,,,,,
smale_2nd,legacy_freeform,Smale_2nd_Jacobian_PAPER_1291,,,,,,
smbh_binary_stall,legacy_freeform,Final_parsec_PAPER_1381_PAPER_1041_PAPER_1079_via_dynamical_friction_helper_plus_F_U_Bi_i_drag_plus_l95_smbh_inspiral,,,,,,
smbh_seeds,legacy_freeform,SMBH_seeds_PAPER_1326_M_eq_A_5_x_D_BSFG_sq_x_D_crit,,,,,,
smooth_poincare_4d,legacy_freeform,Smooth_Poincare_4D_PAPER_1248_via_K_Mex_x_D_phys_exotic_R4,,,,,,
smooth_poincare_4d_25_3,recent_session_2026_06,PAPER_1248_smooth_poincare_4d_25_3_integer_primitive_identity,Smooth Poincaré 4D K_MEX·D_phys,8.3333,8.333333333333334,0.0004000016000196787,EXACT (25/3),
solar_constant_1361,recent_session_2026_06,PAPER_1209X_S556_solar_constant_1361_integer_primitive_identity,Solar constant W/m²,1361,1360.97,0.00220426157237125,0.002pct,
solar_dynamo,legacy_freeform,Solar_dynamo_PAPER_1324_T_Hale_eq_D_crit_minus_D_phys_EXACT,,,,,,
solar_neutrino,legacy_freeform,Solar_neutrino_problem_via_1_over_D_phys_minus_1_eq_1_third_EXACT_3_flavor_via_D_phys_minus_1_generation_count_PAPER_1198,,,,,,
solar_neutrino_problem,legacy_freeform,Solar_neutrino_problem_via_1_over_D_phys_minus_1_eq_1_third_EXACT_3_flavor_via_D_phys_minus_1_generation_count_PAPER_1198,,,,,,
solar_nu_e_1_3_alt,recent_session_2026_06,PAPER_1404_solar_nu_e_1_3_alt_integer_primitive_identity,Solar νₑ deficit 1/3 alt,0.3333,0.3333333333333333,0.0100010001000089,EXACT,
sorites_paradox,legacy_freeform,Sorites_via_D_crit_eq_26_discrete_lattice_quantization_PAPER_062,,,,,,
speed_of_light_c_2_998,recent_session_2026_06,PAPER_1209EE_S630_speed_of_light_c_2_998_integer_primitive_identity,Speed of light c lead,2.998,2.997,0.03335557038026464,0.033pct,
speed_of_sound_air_343,recent_session_2026_06,PAPER_1209Y_S572_speed_of_sound_air_343_integer_primitive_identity,Speed of sound in air m/s,343.0,343.0,0.0,EXACT,
sphaleron_energy_0_875_ev,recent_session_2026_06,PAPER_1442_sphaleron_energy_0_875_ev_integer_primitive_identity,Sphaleron energy K_MEX·Φ/2,0.875,0.875,0.0,EXACT,
spin_hall_e2_h_paired,recent_session_2026_06,PAPER_1352_spin_hall_e2_h_paired_integer_primitive_identity,Quantum spin Hall σ_xy = e²/h,1.0,1.0,0.0,EXACT structural,
spin_liquid,legacy_freeform,Spin_liquid_PAPER_1350_via_Phi_res_x_beta_i_threshold,,,,,,
spin_precession_30deg,legacy_freeform,Spin_precession_30deg_F_Aetheric_Propulsion_01May2026_grok_b9afa8b6_via_D_crit_plus_D_phys_eq_30_EXACT_PAPER_087,,,,,,
spooky_action,legacy_freeform,Bell_theorem_quantum_S_eq_2sqrt2_via_UQFF_spinor_bundle_holonomy_PAPER_1222,,,,,,
spooky_action_distance,legacy_freeform,Distance_spooky_F_Aetheric_Propulsion_01April2026_via_c_x_abs_t_neg_eq_7_5e11_m_EXACT_PAPER_597_PAPER_016,,,,,,
sqrt_2pi_2_5066,recent_session_2026_06,PAPER_1199_S452_sqrt_2pi_2_5066_integer_primitive_identity,√(2π) Gaussian normalization,2.5066,2.5081666666666664,0.06250166227823634,0.06%,
st_petersburg,legacy_freeform,St_Petersburg_PAPER_1396_via_D_crit_factorial_truncation_of_2_to_n_geometric_sum,,,,,,
st_petersburg_paradox,legacy_freeform,St_Petersburg_PAPER_1396_via_D_crit_factorial_truncation_of_2_to_n_geometric_sum,,,,,,
standard_gravity_9_81,recent_session_2026_06,PAPER_1209Y_S563_standard_gravity_9_81_integer_primitive_identity,Standard gravity g m/s²,9.81,9.8125,0.02548419979612133,0.025pct,
standard_siren_h0,legacy_freeform,GW_siren_H0_PAPER_1372_UQFF_eq_67_4,,,,,,
star_magic_reactor_resonance,legacy_freeform,DPM_resonance_F_Aetheric_Propulsion_q_scope_group_12_via_D_phys_x_SO_5_eq_40_Hz_EXACT_PAPER_646,,,,,,
steel_yield_250_mpa,recent_session_2026_06,PAPER_1209Y_S564_steel_yield_250_MPa_integer_primitive_identity,Mild steel yield strength MPa,250,250,0.0,EXACT,
steel_youngs_200_gpa,recent_session_2026_06,PAPER_1209Y_S566_steel_youngs_200_GPa_integer_primitive_identity,Steel Young modulus GPa,200,200,0.0,EXACT,
stefan_sigma_5_67,recent_session_2026_06,PAPER_1209EE_S624_stefan_sigma_5_67_integer_primitive_identity,Stefan-Boltzmann σ lead,5.67,5.669999999999999,1.5664522393300267e-14,EXACT,
stellar_convection,legacy_freeform,Stellar_convection_PAPER_1325_via_Phi_res_threshold,,,,,,
stellar_imf,legacy_freeform,Stellar_IMF_Salpeter_via_Caduceus_26_pinch_fragmentation_cascade_PAPER_646,,,,,,
stellar_magnetic_fields,legacy_freeform,Stellar_magnetism_PAPER_1321_via_SCm_phonon_dynamo,,,,,,
stellar_magnetism_origin,legacy_freeform,Stellar_magnetism_PAPER_1321_via_SCm_phonon_dynamo,,,,,,
sterile_neutrino,legacy_freeform,Sterile_nu_via_UA_prime_decoupled_K_Mex_x_Phi_res_mass_PAPER_034,,,,,,
strange_metal,legacy_freeform,Strange_metal_PAPER_1353_linear_rho_T_via_SCm_phonon,,,,,,
string_tension_0_098,recent_session_2026_06,PAPER_1316_string_tension_0_098_integer_primitive_identity,QCD string tension GeV²,0.098,0.09810208333333334,0.10416666666666935,0.1pct,
strong_cp_naturalness,legacy_freeform,Strong_CP_PAPER_1315_naturalness_via_F_TRZ_x_D_crit_chain,,,,,,
strong_cp_problem,legacy_freeform,Strong_CP_via_D_phys_minus_1_axion_lock_plus_F_TRZ_PAPER_1160,,,,,,
su3_color,legacy_freeform,SU_3_color_n_colors_eq_D_BSFG_over_2_eq_3_EXACT_PAPER_1203_default,,,,,,
su3_colors_3_alt,recent_session_2026_06,PAPER_1413_su3_colors_3_alt_integer_primitive_identity,SU(3) colors N_c alt,3,3,0.0,EXACT,
submarine_paradox,legacy_freeform,Supplee_submarine_PAPER_1388_via_F_U_Bi_i_lorentz_covariant_buoyancy_1_plus_beta_i_x_1_minus_1_over_K_MEX,,,,,,
sum_beta_i_3_2,recent_session_2026_06,PAPER_1165_sum_beta_i_3_2_integer_primitive_identity,Σβ_i (i=1..4) = 3/2,1.5,1.5,0.0,EXACT,
sun_peak_field_modulation,legacy_freeform,Sun_field_quiet_peak_F_Aetheric_Propulsion_01April2026_Star_Magic_Workspace_via_1_over_SO_5_pow_4_eq_1e_minus_4_T_and_D_phys_over_SO_5_eq_0_4_T_EXACT_PAPER_162,,,,,,
sun_quiet_field,legacy_freeform,Sun_field_quiet_peak_F_Aetheric_Propulsion_01April2026_Star_Magic_Workspace_via_1_over_SO_5_pow_4_eq_1e_minus_4_T_and_D_phys_over_SO_5_eq_0_4_T_EXACT_PAPER_162,,,,,,
superfluid_vortex,legacy_freeform,Vortex_quantization_PAPER_680_PAPER_681_via_Onsager_integer_winding_on_SO_26_spinor_bundle,,,,,,
supplee_submarine,legacy_freeform,Supplee_submarine_PAPER_1388_via_F_U_Bi_i_lorentz_covariant_buoyancy_1_plus_beta_i_x_1_minus_1_over_K_MEX,,,,,,
