observable,domain,owner_geometry,target_geometry,owner_formula,owner_value,target,primary_source,primitives_used,route_status,route_formula,route_paper
bio_Redfield_C_N_ratio,bio,dpm,bsfg,Redfield 106/16,6.639,6.625,PAPER_1167,,XGEO_ROUTED_IDENTITY,EXTRACTED[_session411_bio_redfield.py]: val = D_BSFG + Phi_res - F_TRZ - F_TRZ*Phi_res - F_TRZ*F_TRZ - F_TRZ*F_TRZ*F_TRZ || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session411_bio_redfield.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
bio_Redfield_C_N_ratio,bio,dpm,d26,Redfield 106/16,6.639,6.625,PAPER_1167,,XGEO_ROUTED_IDENTITY,"Redfield 106/16 || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
bio_chlorophyll_a_peak_nm,bio,dpm,qcalcgeom,Chlorophyll-a Q_y band,680.2633333333333,680.0,PAPER_1167,,XGEO_ROUTED_IDENTITY,"Chlorophyll-a Q_y band || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
bio_chlorophyll_a_peak_nm,bio,dpm,bsfg,Chlorophyll-a Q_y band,680.2633333333333,680.0,PAPER_1167,,XGEO_ROUTED_IDENTITY,EXTRACTED[_session409_bio_chlorophyll.py]: val = A_5*SO5 + SO5*D_BSFG + SO5*K_Mex - SSq    # 600+60+20.833-0.57 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session409_bio_chlorophyll.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
bio_chlorophyll_a_peak_nm,bio,dpm,d26,Chlorophyll-a Q_y band,680.2633333333333,680.0,PAPER_1167,,XGEO_ROUTED_IDENTITY,"Chlorophyll-a Q_y band || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
bio_codon_redundancy_64_20,bio,dpm,qcalcgeom,64 codons / 20 amino acids = 3.2,3.1936666666666667,3.2,PAPER_1167,,XGEO_ROUTED_IDENTITY,"64 codons / 20 amino acids = 3.2 || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
bio_codon_redundancy_64_20,bio,dpm,bsfg,64 codons / 20 amino acids = 3.2,3.1936666666666667,3.2,PAPER_1167,,XGEO_ROUTED_IDENTITY,EXTRACTED[_session405_bio_codon_redundancy.py]: val = K_Mex + SSq + F_TRZ*D_phys + SSq*F_TRZ + F_TRZ*Phi_res || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session405_bio_codon_redundancy.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
bio_codon_redundancy_64_20,bio,dpm,d26,64 codons / 20 amino acids = 3.2,3.1936666666666667,3.2,PAPER_1167,,XGEO_ROUTED_IDENTITY,"64 codons / 20 amino acids = 3.2 || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
bio_photosynthesis_quantum_yield,bio,dpm,qcalcgeom,Photosynthesis 1/8 yield,0.12483333333333335,0.125,PAPER_1167,,XGEO_ROUTED_IDENTITY,"Photosynthesis 1/8 yield || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
bio_photosynthesis_quantum_yield,bio,dpm,bsfg,Photosynthesis 1/8 yield,0.12483333333333335,0.125,PAPER_1167,,XGEO_ROUTED_IDENTITY,EXTRACTED[_session408_bio_photosynthesis.py]: val = F_TRZ + F_TRZ*F_TRZ*K_Mex + F_TRZ*F_TRZ*F_TRZ*D_phys || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session408_bio_photosynthesis.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
bio_photosynthesis_quantum_yield,bio,dpm,d26,Photosynthesis 1/8 yield,0.12483333333333335,0.125,PAPER_1167,,XGEO_ROUTED_IDENTITY,"Photosynthesis 1/8 yield || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
bio_phyllotaxis_golden_ratio,bio,d26,qcalcgeom,Golden ratio closure,1.6154166666666667,1.618033988749895,PAPER_1167,,XGEO_ROUTED_IDENTITY,"Golden ratio closure || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
bio_phyllotaxis_golden_ratio,bio,d26,bsfg,Golden ratio closure,1.6154166666666667,1.618033988749895,PAPER_1167,,XGEO_ROUTED_IDENTITY,EXTRACTED[_session412_bio_phyllotaxis.py]: val = K_Mex - SSq + F_TRZ*Phi_res + F_TRZ*F_TRZ*K_Mex - F_TRZ*F_TRZ*F_TRZ*K_Mex || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session412_bio_phyllotaxis.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
bio_phyllotaxis_golden_ratio,bio,d26,dpm,Golden ratio closure,1.6154166666666667,1.618033988749895,PAPER_1167,,XGEO_ROUTED_IDENTITY,"EXTRACTED[_session412_bio_phyllotaxis.py]: val = K_Mex - SSq + F_TRZ*Phi_res + F_TRZ*F_TRZ*K_Mex - F_TRZ*F_TRZ*F_TRZ*K_Mex || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session412_bio_phyllotaxis.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
bio_telomere_TTAGGG_length,bio,bsfg,qcalcgeom,TTAGGG repeat = D_BSFG = 6 EXACT,6,6,PAPER_1167,D_BSFG,XGEO_ROUTED_IDENTITY,"TTAGGG repeat = D_BSFG = 6 EXACT || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
bio_telomere_TTAGGG_length,bio,bsfg,dpm,TTAGGG repeat = D_BSFG = 6 EXACT,6,6,PAPER_1167,D_BSFG,XGEO_ROUTED_IDENTITY,"TTAGGG repeat = D_BSFG = 6 EXACT || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1167;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
bio_telomere_TTAGGG_length,bio,bsfg,d26,TTAGGG repeat = D_BSFG = 6 EXACT,6,6,PAPER_1167,D_BSFG,XGEO_ROUTED_IDENTITY,"TTAGGG repeat = D_BSFG = 6 EXACT || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
flat_rotation_beta_i,astro,qcalcgeom,bsfg,beta_i = 0.6029 in F_U_Bi_i master integral (resolves DM via UQFF buoyancy),0.6029,0.6029,PAPER_1756,BETA_I,XGEO_ROUTED_IDENTITY,beta_i = 0.6029 in F_U_Bi_i master integral (resolves DM via UQFF buoyancy) || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1756;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
flat_rotation_beta_i,astro,qcalcgeom,dpm,beta_i = 0.6029 in F_U_Bi_i master integral (resolves DM via UQFF buoyancy),0.6029,0.6029,PAPER_1756,BETA_I,XGEO_ROUTED_IDENTITY,"beta_i = 0.6029 in F_U_Bi_i master integral (resolves DM via UQFF buoyancy) || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1756;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
flat_rotation_beta_i,astro,qcalcgeom,d26,beta_i = 0.6029 in F_U_Bi_i master integral (resolves DM via UQFF buoyancy),0.6029,0.6029,PAPER_1756,BETA_I,XGEO_ROUTED_IDENTITY,beta_i = 0.6029 in F_U_Bi_i master integral (resolves DM via UQFF buoyancy) || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global,PAPER_1756;PAPER_1927
geo_Earth_Moon_a_over_R_E,geo,qcalcgeom,bsfg,Earth-Moon semimajor axis ratio,60.30166666666667,60.34,PAPER_1167,,XGEO_ROUTED_IDENTITY,EXTRACTED[_session430_geo_earth_moon.py]: val = A_5+F_TRZ*K_Mex+F_TRZ*Phi_res+F_TRZ**2 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session430_geo_earth_moon.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
geo_Earth_Moon_a_over_R_E,geo,qcalcgeom,dpm,Earth-Moon semimajor axis ratio,60.30166666666667,60.34,PAPER_1167,,XGEO_ROUTED_IDENTITY,"EXTRACTED[_session430_geo_earth_moon.py]: val = A_5+F_TRZ*K_Mex+F_TRZ*Phi_res+F_TRZ**2 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session430_geo_earth_moon.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
geo_Earth_Moon_a_over_R_E,geo,qcalcgeom,d26,Earth-Moon semimajor axis ratio,60.30166666666667,60.34,PAPER_1167,,XGEO_ROUTED_IDENTITY,"Earth-Moon semimajor axis ratio || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
geo_Earth_obliquity_deg,geo,qcalcgeom,bsfg,Axial tilt,23.468333333333334,23.5,PAPER_1167,,XGEO_ROUTED_IDENTITY,EXTRACTED[_session427_geo_obliquity.py]: val = 2*SO5+D_phys-Phi_res+F_TRZ*K_Mex+F_TRZ*Phi_res+F_TRZ**2 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session427_geo_obliquity.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
geo_Earth_obliquity_deg,geo,qcalcgeom,dpm,Axial tilt,23.468333333333334,23.5,PAPER_1167,,XGEO_ROUTED_IDENTITY,"EXTRACTED[_session427_geo_obliquity.py]: val = 2*SO5+D_phys-Phi_res+F_TRZ*K_Mex+F_TRZ*Phi_res+F_TRZ**2 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session427_geo_obliquity.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
geo_Earth_obliquity_deg,geo,qcalcgeom,d26,Axial tilt,23.468333333333334,23.5,PAPER_1167,,XGEO_ROUTED_IDENTITY,"Axial tilt || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
geo_J2_oblateness_norm,geo,qcalcgeom,bsfg,Earth J_2 (normalized),1.0839999999999999,1.0826,PAPER_1167,,XGEO_ROUTED_IDENTITY,EXTRACTED[_session423_geo_j2.py]: val = SSq+Phi_res-F_TRZ*K_Mex-F_TRZ-F_TRZ**2-F_TRZ**3 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session423_geo_j2.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
geo_J2_oblateness_norm,geo,qcalcgeom,dpm,Earth J_2 (normalized),1.0839999999999999,1.0826,PAPER_1167,,XGEO_ROUTED_IDENTITY,"EXTRACTED[_session423_geo_j2.py]: val = SSq+Phi_res-F_TRZ*K_Mex-F_TRZ-F_TRZ**2-F_TRZ**3 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session423_geo_j2.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
geo_J2_oblateness_norm,geo,qcalcgeom,d26,Earth J_2 (normalized),1.0839999999999999,1.0826,PAPER_1167,,XGEO_ROUTED_IDENTITY,"Earth J_2 (normalized) || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
geo_adiabatic_lapse_K_per_km,geo,qcalcgeom,bsfg,Dry adiabatic Gamma_d,9.806666666666667,9.8,PAPER_1167,,XGEO_ROUTED_IDENTITY,EXTRACTED[_session426_geo_lapse.py]: val = SO5-F_TRZ-F_TRZ*Phi_res-F_TRZ**2 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session426_geo_lapse.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
geo_adiabatic_lapse_K_per_km,geo,qcalcgeom,dpm,Dry adiabatic Gamma_d,9.806666666666667,9.8,PAPER_1167,,XGEO_ROUTED_IDENTITY,"EXTRACTED[_session426_geo_lapse.py]: val = SO5-F_TRZ-F_TRZ*Phi_res-F_TRZ**2 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session426_geo_lapse.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
geo_adiabatic_lapse_K_per_km,geo,qcalcgeom,d26,Dry adiabatic Gamma_d,9.806666666666667,9.8,PAPER_1167,,XGEO_ROUTED_IDENTITY,"Dry adiabatic Gamma_d || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
geo_atm_pressure_atm_norm,geo,qcalcgeom,bsfg,1 atm normalized,1.0108333333333335,1.013,PAPER_1167,,XGEO_ROUTED_IDENTITY,EXTRACTED[_session432_geo_pressure.py]: val = F_TRZ*K_Mex+Phi_res-F_TRZ**2-F_TRZ**2*K_Mex || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session432_geo_pressure.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
geo_atm_pressure_atm_norm,geo,qcalcgeom,dpm,1 atm normalized,1.0108333333333335,1.013,PAPER_1167,,XGEO_ROUTED_IDENTITY,"EXTRACTED[_session432_geo_pressure.py]: val = F_TRZ*K_Mex+Phi_res-F_TRZ**2-F_TRZ**2*K_Mex || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session432_geo_pressure.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
geo_atm_pressure_atm_norm,geo,qcalcgeom,d26,1 atm normalized,1.0108333333333335,1.013,PAPER_1167,,XGEO_ROUTED_IDENTITY,"1 atm normalized || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
