quantity,origin,kind,canonical_route,formula,value,reference,residual_pct,sector,phi_variant,paper_source,confirmations,py_sites,cpp_sites,lean_sites,corpus_citations,status
GR_GPB_geodetic,odmap,observable,,bsfg,6.6001666666666665,6.6028,0.039882,GR,,PAPER_1149,,bsfg,,,2,OK
GR_GPB_geodetic,odmap,observable,,bsfg,6.6001666666666665,6.6028,0.039882,GR,,PAPER_1149,,bsfg,,,2,OK
GR_GPB_geodetic,odmap,observable,,bsfg,6.6001666666666665,6.6028,0.039882,GR,,PAPER_1149,,bsfg,,,2,OK
GR_GPB_geodetic,odmap,observable,,dpm,,6.6028,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_GPB_geodetic,odmap,observable,,dpm,,6.6028,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_GPB_geodetic,odmap,observable,,dpm,,6.6028,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_GPB_geodetic,odmap,observable,,d26,,6.6028,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_GPB_geodetic,odmap,observable,,d26,,6.6028,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_GPB_geodetic,odmap,observable,,d26,,6.6028,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Hulse_Taylor_ratio,odmap,observable,,qcalcgeom,,0.997,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Hulse_Taylor_ratio,odmap,observable,,qcalcgeom,,0.997,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Hulse_Taylor_ratio,odmap,observable,,qcalcgeom,,0.997,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Hulse_Taylor_ratio,odmap,observable,,bsfg,0.9964999999999998,0.997,0.050150,GR,,PAPER_1149,,bsfg,,,2,OK
GR_Hulse_Taylor_ratio,odmap,observable,,bsfg,0.9964999999999998,0.997,0.050150,GR,,PAPER_1149,,bsfg,,,2,OK
GR_Hulse_Taylor_ratio,odmap,observable,,bsfg,0.9964999999999998,0.997,0.050150,GR,,PAPER_1149,,bsfg,,,2,OK
GR_Hulse_Taylor_ratio,odmap,observable,,dpm,,0.997,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Hulse_Taylor_ratio,odmap,observable,,dpm,,0.997,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Hulse_Taylor_ratio,odmap,observable,,dpm,,0.997,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Hulse_Taylor_ratio,odmap,observable,,d26,,0.997,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Hulse_Taylor_ratio,odmap,observable,,d26,,0.997,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Hulse_Taylor_ratio,odmap,observable,,d26,,0.997,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Kerr_ISCO_extremal,odmap,observable,,qcalcgeom,,1.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Kerr_ISCO_extremal,odmap,observable,,qcalcgeom,,1.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Kerr_ISCO_extremal,odmap,observable,,qcalcgeom,,1.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Kerr_ISCO_extremal,odmap,observable,,bsfg,1.0,1.0,0.000000,GR,,PAPER_1149,,bsfg,,,2,EXACT
GR_Kerr_ISCO_extremal,odmap,observable,,bsfg,1.0,1.0,0.000000,GR,,PAPER_1149,,bsfg,,,2,EXACT
GR_Kerr_ISCO_extremal,odmap,observable,,bsfg,1.0,1.0,0.000000,GR,,PAPER_1149,,bsfg,,,2,EXACT
GR_Kerr_ISCO_extremal,odmap,observable,,dpm,,1.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Kerr_ISCO_extremal,odmap,observable,,dpm,,1.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Kerr_ISCO_extremal,odmap,observable,,dpm,,1.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Kerr_ISCO_extremal,odmap,observable,,d26,,1.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Kerr_ISCO_extremal,odmap,observable,,d26,,1.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Kerr_ISCO_extremal,odmap,observable,,d26,,1.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_light_bending_solar_limb,odmap,observable,,qcalcgeom,,1.751,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_light_bending_solar_limb,odmap,observable,,qcalcgeom,,1.751,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_light_bending_solar_limb,odmap,observable,,qcalcgeom,,1.751,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_light_bending_solar_limb,odmap,observable,,bsfg,1.7498333333333336,1.751,0.066629,GR,,PAPER_1149,,bsfg,,,2,OK
GR_light_bending_solar_limb,odmap,observable,,bsfg,1.7498333333333336,1.751,0.066629,GR,,PAPER_1149,,bsfg,,,2,OK
GR_light_bending_solar_limb,odmap,observable,,bsfg,1.7498333333333336,1.751,0.066629,GR,,PAPER_1149,,bsfg,,,2,OK
GR_light_bending_solar_limb,odmap,observable,,dpm,,1.751,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_light_bending_solar_limb,odmap,observable,,dpm,,1.751,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_light_bending_solar_limb,odmap,observable,,dpm,,1.751,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_light_bending_solar_limb,odmap,observable,,d26,,1.751,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_light_bending_solar_limb,odmap,observable,,d26,,1.751,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_light_bending_solar_limb,odmap,observable,,d26,,1.751,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Mercury_perihelion,odmap,observable,,qcalcgeom,,43.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Mercury_perihelion,odmap,observable,,qcalcgeom,,43.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Mercury_perihelion,odmap,observable,,qcalcgeom,,43.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Mercury_perihelion,odmap,observable,,bsfg,42.99416666666667,43.0,0.013566,GR,,PAPER_1149,,bsfg,,,2,OK
GR_Mercury_perihelion,odmap,observable,,bsfg,42.99416666666667,43.0,0.013566,GR,,PAPER_1149,,bsfg,,,2,OK
GR_Mercury_perihelion,odmap,observable,,bsfg,42.99416666666667,43.0,0.013566,GR,,PAPER_1149,,bsfg,,,2,OK
GR_Mercury_perihelion,odmap,observable,,dpm,,43.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Mercury_perihelion,odmap,observable,,dpm,,43.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Mercury_perihelion,odmap,observable,,dpm,,43.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Mercury_perihelion,odmap,observable,,d26,,43.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Mercury_perihelion,odmap,observable,,d26,,43.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Mercury_perihelion,odmap,observable,,d26,,43.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_NANOGrav_h_c,odmap,observable,,qcalcgeom,2.400666666666667,2.4,0.027778,GR,,PAPER_1149,,qcalcgeom,,,2,OK
GR_NANOGrav_h_c,odmap,observable,,qcalcgeom,2.400666666666667,2.4,0.027778,GR,,PAPER_1149,,qcalcgeom,,,2,OK
GR_NANOGrav_h_c,odmap,observable,,qcalcgeom,2.400666666666667,2.4,0.027778,GR,,PAPER_1149,,qcalcgeom,,,2,OK
GR_NANOGrav_h_c,odmap,observable,,bsfg,,2.4,,GR,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
GR_NANOGrav_h_c,odmap,observable,,bsfg,,2.4,,GR,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
GR_NANOGrav_h_c,odmap,observable,,bsfg,,2.4,,GR,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
GR_NANOGrav_h_c,odmap,observable,,dpm,,2.4,,GR,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
GR_NANOGrav_h_c,odmap,observable,,dpm,,2.4,,GR,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
GR_NANOGrav_h_c,odmap,observable,,dpm,,2.4,,GR,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
GR_NANOGrav_h_c,odmap,observable,,d26,,2.4,,GR,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
GR_NANOGrav_h_c,odmap,observable,,d26,,2.4,,GR,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
GR_NANOGrav_h_c,odmap,observable,,d26,,2.4,,GR,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
GR_photon_sphere_r_M,odmap,observable,,qcalcgeom,,3.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_photon_sphere_r_M,odmap,observable,,qcalcgeom,,3.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_photon_sphere_r_M,odmap,observable,,qcalcgeom,,3.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_photon_sphere_r_M,odmap,observable,,bsfg,3.0,3.0,0.000000,GR,,PAPER_1149,,bsfg,,,2,EXACT
GR_photon_sphere_r_M,odmap,observable,,bsfg,3.0,3.0,0.000000,GR,,PAPER_1149,,bsfg,,,2,EXACT
GR_photon_sphere_r_M,odmap,observable,,bsfg,3.0,3.0,0.000000,GR,,PAPER_1149,,bsfg,,,2,EXACT
GR_photon_sphere_r_M,odmap,observable,,dpm,,3.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_photon_sphere_r_M,odmap,observable,,dpm,,3.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_photon_sphere_r_M,odmap,observable,,dpm,,3.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_photon_sphere_r_M,odmap,observable,,d26,,3.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_photon_sphere_r_M,odmap,observable,,d26,,3.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_photon_sphere_r_M,odmap,observable,,d26,,3.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Shapiro_delay_coeff,odmap,observable,,qcalcgeom,,4.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Shapiro_delay_coeff,odmap,observable,,qcalcgeom,,4.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Shapiro_delay_coeff,odmap,observable,,qcalcgeom,,4.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Shapiro_delay_coeff,odmap,observable,,bsfg,4.0,4.0,0.000000,GR,,PAPER_1149,,bsfg,,,2,EXACT
GR_Shapiro_delay_coeff,odmap,observable,,bsfg,4.0,4.0,0.000000,GR,,PAPER_1149,,bsfg,,,2,EXACT
GR_Shapiro_delay_coeff,odmap,observable,,bsfg,4.0,4.0,0.000000,GR,,PAPER_1149,,bsfg,,,2,EXACT
GR_Shapiro_delay_coeff,odmap,observable,,dpm,,4.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Shapiro_delay_coeff,odmap,observable,,dpm,,4.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Shapiro_delay_coeff,odmap,observable,,dpm,,4.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Shapiro_delay_coeff,odmap,observable,,d26,,4.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Shapiro_delay_coeff,odmap,observable,,d26,,4.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GR_Shapiro_delay_coeff,odmap,observable,,d26,,4.0,,GR,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
GW_memory_fraction,odmap,observable,,qcalcgeom,0.06029,0.0603,0.016584,astro,,PAPER_1766,,qcalcgeom,gw_memory_frac,,11,OK
GW_memory_fraction,odmap,observable,,qcalcgeom,0.06029,0.0603,0.016584,astro,,PAPER_1766,,qcalcgeom,gw_memory_frac,,11,OK
GW_memory_fraction,odmap,observable,,qcalcgeom,0.06029,0.0603,0.016584,astro,,PAPER_1766,,qcalcgeom,gw_memory_frac,,11,OK
GW_memory_fraction,odmap,observable,,bsfg,,0.0603,,astro,,PAPER_1766,,qcalcgeom,gw_memory_frac,,11,SYMBOLIC_PENDING_R1
GW_memory_fraction,odmap,observable,,bsfg,,0.0603,,astro,,PAPER_1766,,qcalcgeom,gw_memory_frac,,11,SYMBOLIC_PENDING_R1
GW_memory_fraction,odmap,observable,,bsfg,,0.0603,,astro,,PAPER_1766,,qcalcgeom,gw_memory_frac,,11,SYMBOLIC_PENDING_R1
GW_memory_fraction,odmap,observable,,dpm,,0.0603,,astro,,PAPER_1766,,qcalcgeom,gw_memory_frac,,11,SYMBOLIC_PENDING_R1
GW_memory_fraction,odmap,observable,,dpm,,0.0603,,astro,,PAPER_1766,,qcalcgeom,gw_memory_frac,,11,SYMBOLIC_PENDING_R1
GW_memory_fraction,odmap,observable,,dpm,,0.0603,,astro,,PAPER_1766,,qcalcgeom,gw_memory_frac,,11,SYMBOLIC_PENDING_R1
GW_memory_fraction,odmap,observable,,d26,,0.0603,,astro,,PAPER_1766,,qcalcgeom,gw_memory_frac,,11,SYMBOLIC_PENDING_R1
GW_memory_fraction,odmap,observable,,d26,,0.0603,,astro,,PAPER_1766,,qcalcgeom,gw_memory_frac,,11,SYMBOLIC_PENDING_R1
GW_memory_fraction,odmap,observable,,d26,,0.0603,,astro,,PAPER_1766,,qcalcgeom,gw_memory_frac,,11,SYMBOLIC_PENDING_R1
higgs_vev,odmap,observable,,qcalcgeom,,246.0,,SM,,PAPER_1636,,dpm,higgs_vev_246_gev,,31,SYMBOLIC_PENDING_R1
higgs_vev,odmap,observable,,qcalcgeom,,246.0,,SM,,PAPER_1636,,dpm,higgs_vev_246_gev,,31,SYMBOLIC_PENDING_R1
higgs_vev,odmap,observable,,qcalcgeom,,246.0,,SM,,PAPER_1636,,dpm,higgs_vev_246_gev,,31,SYMBOLIC_PENDING_R1
higgs_vev,odmap,observable,,bsfg,,246.0,,SM,,PAPER_1636,,dpm,higgs_vev_246_gev,,31,SYMBOLIC_PENDING_R1
higgs_vev,odmap,observable,,bsfg,,246.0,,SM,,PAPER_1636,,dpm,higgs_vev_246_gev,,31,SYMBOLIC_PENDING_R1
higgs_vev,odmap,observable,,bsfg,,246.0,,SM,,PAPER_1636,,dpm,higgs_vev_246_gev,,31,SYMBOLIC_PENDING_R1
higgs_vev,odmap,observable,,dpm,245.99999999999997,246.0,0.000000,SM,,PAPER_1636,,dpm,higgs_vev_246_gev,,31,EXACT
higgs_vev,odmap,observable,,dpm,245.99999999999997,246.0,0.000000,SM,,PAPER_1636,,dpm,higgs_vev_246_gev,,31,EXACT
higgs_vev,odmap,observable,,dpm,245.99999999999997,246.0,0.000000,SM,,PAPER_1636,,dpm,higgs_vev_246_gev,,31,EXACT
higgs_vev,odmap,observable,,d26,,246.0,,SM,,PAPER_1636,,dpm,higgs_vev_246_gev,,31,SYMBOLIC_PENDING_R1
higgs_vev,odmap,observable,,d26,,246.0,,SM,,PAPER_1636,,dpm,higgs_vev_246_gev,,31,SYMBOLIC_PENDING_R1
higgs_vev,odmap,observable,,d26,,246.0,,SM,,PAPER_1636,,dpm,higgs_vev_246_gev,,31,SYMBOLIC_PENDING_R1
hubble_tension,odmap,observable,,qcalcgeom,,5.6,,LCDM,,PAPER_1676,,d26,hubble_tension,,25,SYMBOLIC_PENDING_R1
hubble_tension,odmap,observable,,qcalcgeom,,5.6,,LCDM,,PAPER_1676,,d26,hubble_tension,,25,SYMBOLIC_PENDING_R1
hubble_tension,odmap,observable,,qcalcgeom,,5.6,,LCDM,,PAPER_1676,,d26,hubble_tension,,25,SYMBOLIC_PENDING_R1
hubble_tension,odmap,observable,,bsfg,,5.6,,LCDM,,PAPER_1676,,d26,hubble_tension,,25,SYMBOLIC_PENDING_R1
hubble_tension,odmap,observable,,bsfg,,5.6,,LCDM,,PAPER_1676,,d26,hubble_tension,,25,SYMBOLIC_PENDING_R1
hubble_tension,odmap,observable,,bsfg,,5.6,,LCDM,,PAPER_1676,,d26,hubble_tension,,25,SYMBOLIC_PENDING_R1
hubble_tension,odmap,observable,,dpm,,5.6,,LCDM,,PAPER_1676,,d26,hubble_tension,,25,SYMBOLIC_PENDING_R1
hubble_tension,odmap,observable,,dpm,,5.6,,LCDM,,PAPER_1676,,d26,hubble_tension,,25,SYMBOLIC_PENDING_R1
hubble_tension,odmap,observable,,dpm,,5.6,,LCDM,,PAPER_1676,,d26,hubble_tension,,25,SYMBOLIC_PENDING_R1
hubble_tension,odmap,observable,,d26,5.599999999999994,5.6,0.000000,LCDM,,PAPER_1676,,d26,hubble_tension,,25,EXACT
hubble_tension,odmap,observable,,d26,5.599999999999994,5.6,0.000000,LCDM,,PAPER_1676,,d26,hubble_tension,,25,EXACT
hubble_tension,odmap,observable,,d26,5.599999999999994,5.6,0.000000,LCDM,,PAPER_1676,,d26,hubble_tension,,25,EXACT
ITER_R_over_a,odmap,observable,,qcalcgeom,,3.1,,SI,,PAPER_1706,,bsfg,,,21,SYMBOLIC_PENDING_R1
ITER_R_over_a,odmap,observable,,qcalcgeom,,3.1,,SI,,PAPER_1706,,bsfg,,,21,SYMBOLIC_PENDING_R1
ITER_R_over_a,odmap,observable,,qcalcgeom,,3.1,,SI,,PAPER_1706,,bsfg,,,21,SYMBOLIC_PENDING_R1
ITER_R_over_a,odmap,observable,,bsfg,3.1,3.1,0.000000,SI,,PAPER_1706,,bsfg,,,21,EXACT
ITER_R_over_a,odmap,observable,,bsfg,3.1,3.1,0.000000,SI,,PAPER_1706,,bsfg,,,21,EXACT
ITER_R_over_a,odmap,observable,,bsfg,3.1,3.1,0.000000,SI,,PAPER_1706,,bsfg,,,21,EXACT
ITER_R_over_a,odmap,observable,,dpm,,3.1,,SI,,PAPER_1706,,bsfg,,,21,SYMBOLIC_PENDING_R1
ITER_R_over_a,odmap,observable,,dpm,,3.1,,SI,,PAPER_1706,,bsfg,,,21,SYMBOLIC_PENDING_R1
ITER_R_over_a,odmap,observable,,dpm,,3.1,,SI,,PAPER_1706,,bsfg,,,21,SYMBOLIC_PENDING_R1
ITER_R_over_a,odmap,observable,,d26,,3.1,,SI,,PAPER_1706,,bsfg,,,21,SYMBOLIC_PENDING_R1
ITER_R_over_a,odmap,observable,,d26,,3.1,,SI,,PAPER_1706,,bsfg,,,21,SYMBOLIC_PENDING_R1
ITER_R_over_a,odmap,observable,,d26,,3.1,,SI,,PAPER_1706,,bsfg,,,21,SYMBOLIC_PENDING_R1
KK_AU_per_1e10_m,odmap,observable,,qcalcgeom,,14.96,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_AU_per_1e10_m,odmap,observable,,qcalcgeom,,14.96,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_AU_per_1e10_m,odmap,observable,,qcalcgeom,,14.96,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_AU_per_1e10_m,odmap,observable,,bsfg,,14.96,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_AU_per_1e10_m,odmap,observable,,bsfg,,14.96,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_AU_per_1e10_m,odmap,observable,,bsfg,,14.96,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_AU_per_1e10_m,odmap,observable,,dpm,15.015964025882605,14.96,0.374091,KK,,PAPER_1167,,dpm,,,133,OK
KK_AU_per_1e10_m,odmap,observable,,dpm,15.015964025882605,14.96,0.374091,KK,,PAPER_1167,,dpm,,,133,OK
KK_AU_per_1e10_m,odmap,observable,,dpm,15.015964025882605,14.96,0.374091,KK,,PAPER_1167,,dpm,,,133,OK
KK_AU_per_1e10_m,odmap,observable,,d26,,14.96,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_AU_per_1e10_m,odmap,observable,,d26,,14.96,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_AU_per_1e10_m,odmap,observable,,d26,,14.96,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Earth_orbit_v_per_km_s,odmap,observable,,qcalcgeom,,29.78,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Earth_orbit_v_per_km_s,odmap,observable,,qcalcgeom,,29.78,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Earth_orbit_v_per_km_s,odmap,observable,,qcalcgeom,,29.78,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Earth_orbit_v_per_km_s,odmap,observable,,bsfg,,29.78,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Earth_orbit_v_per_km_s,odmap,observable,,bsfg,,29.78,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Earth_orbit_v_per_km_s,odmap,observable,,bsfg,,29.78,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Earth_orbit_v_per_km_s,odmap,observable,,dpm,29.718370978009258,29.78,0.206948,KK,,PAPER_1167,,dpm,,,133,OK
KK_Earth_orbit_v_per_km_s,odmap,observable,,dpm,29.718370978009258,29.78,0.206948,KK,,PAPER_1167,,dpm,,,133,OK
KK_Earth_orbit_v_per_km_s,odmap,observable,,dpm,29.718370978009258,29.78,0.206948,KK,,PAPER_1167,,dpm,,,133,OK
KK_Earth_orbit_v_per_km_s,odmap,observable,,d26,,29.78,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Earth_orbit_v_per_km_s,odmap,observable,,d26,,29.78,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Earth_orbit_v_per_km_s,odmap,observable,,d26,,29.78,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Earth_radius_per_1e6_m,odmap,observable,,qcalcgeom,6.36348841,6.371,0.117903,KK,,PAPER_1167,,qcalcgeom,,,133,OK
KK_Earth_radius_per_1e6_m,odmap,observable,,qcalcgeom,6.36348841,6.371,0.117903,KK,,PAPER_1167,,qcalcgeom,,,133,OK
KK_Earth_radius_per_1e6_m,odmap,observable,,qcalcgeom,6.36348841,6.371,0.117903,KK,,PAPER_1167,,qcalcgeom,,,133,OK
KK_Earth_radius_per_1e6_m,odmap,observable,,bsfg,,6.371,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Earth_radius_per_1e6_m,odmap,observable,,bsfg,,6.371,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Earth_radius_per_1e6_m,odmap,observable,,bsfg,,6.371,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Earth_radius_per_1e6_m,odmap,observable,,dpm,,6.371,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Earth_radius_per_1e6_m,odmap,observable,,dpm,,6.371,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Earth_radius_per_1e6_m,odmap,observable,,dpm,,6.371,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Earth_radius_per_1e6_m,odmap,observable,,d26,,6.371,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Earth_radius_per_1e6_m,odmap,observable,,d26,,6.371,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Earth_radius_per_1e6_m,odmap,observable,,d26,,6.371,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Jupiter_mass_per_1e27_kg,odmap,observable,,qcalcgeom,1.9045829013406672,1.898,0.346834,KK,,PAPER_1167,,qcalcgeom,,,133,OK
KK_Jupiter_mass_per_1e27_kg,odmap,observable,,qcalcgeom,1.9045829013406672,1.898,0.346834,KK,,PAPER_1167,,qcalcgeom,,,133,OK
KK_Jupiter_mass_per_1e27_kg,odmap,observable,,qcalcgeom,1.9045829013406672,1.898,0.346834,KK,,PAPER_1167,,qcalcgeom,,,133,OK
KK_Jupiter_mass_per_1e27_kg,odmap,observable,,bsfg,,1.898,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Jupiter_mass_per_1e27_kg,odmap,observable,,bsfg,,1.898,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Jupiter_mass_per_1e27_kg,odmap,observable,,bsfg,,1.898,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Jupiter_mass_per_1e27_kg,odmap,observable,,dpm,,1.898,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Jupiter_mass_per_1e27_kg,odmap,observable,,dpm,,1.898,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Jupiter_mass_per_1e27_kg,odmap,observable,,dpm,,1.898,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Jupiter_mass_per_1e27_kg,odmap,observable,,d26,,1.898,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Jupiter_mass_per_1e27_kg,odmap,observable,,d26,,1.898,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Jupiter_mass_per_1e27_kg,odmap,observable,,d26,,1.898,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
